"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 02 18:23:39 GMT 2023","Tue May 02 18:23:40 GMT 2023","1002","player.muse","test_shared_muse_logic","","","","test_bad_header_params[no command]","
    Negative test sends empty/invalid values for all the possible header keys and verifies the correct error is thrown
    :param ws_client:
    :param param: Header key to verify, groupId, namespace, etc
    :param value: Value to set the header key
    :param error: Expected error response
    :return:
    "
"passed","Tue May 02 17:57:53 GMT 2023","Tue May 02 17:57:56 GMT 2023","3012","player.muse","test_audioClip_namespace","","","","test_loadAudioClip_httpAuthorization_truncated_to_512_bytes[512_BYTES-default audioclip setting]","
    Test to verify loadAudioClip command with HTTPS streamUrl and LONG_HTTP_AUTH truncates
    the httpAuthorization param received by the mock to 512 bytes
    :param ws_client:
    :param expected_clipType: retrieve expected_clipType from loadAudioClip
    :param streamUrl: Url of the track hosted using mock CQ
    :param priority: priority from priorityEnum
    :param clipType: clipType from clipTypeEnum
    :param httpAuthorization: HTTP/HTTPS
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :return:
    "
"passed","Tue May 02 17:59:52 GMT 2023","Tue May 02 17:59:58 GMT 2023","6137","player.muse","test_audioClip_namespace_pause_and_resume","","","","test_audio_clip_standalone_private_queue_PLAYING[clipBehavior = [None]]","
    On a standalone ZP with media content - Private Queue (Playback State PLAYING),
    verify loadAudioClip with empty clipBehavior:
    1. pauses media content before audio clip is ACTIVE
    2. resumes media content after audio clip is DONE
    Note: If selected device is mixing incapable, expect the device in test to pause playback
    because mixing limitation on incapable devices due to processor limitations.
    :param ws_client:
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :param module_dut:
    :param clipBehavior: clipBehavior array
    :return:
    "
"passed","Tue May 02 18:19:53 GMT 2023","Tue May 02 18:19:56 GMT 2023","3557","player.muse","test_basic_formatting","","","","test_bad_body[No Closing Brace]","
    Test that malformed bodies throw an error
    :param module_dut:
    :param ws_client_v2:
    :param body: The malformed body to send
    "
"passed","Tue May 02 18:29:25 GMT 2023","Tue May 02 18:30:47 GMT 2023","82415","player.muse","test_muse_metric_logging","","","","test_upnpeventhealth_no_flooding","
    Automated test for SWPBL-198251: Change Upnp telemetry to report every 10 minutes
    1. Make sure upnpEventHealth is not reported on subscribe/renew/unsubscribe
    2. Verify that upnpEventHealth is reported on hitting the testpoint and forcing event upload
    #curl --data ""{}"" ""http://<ip_addr>:1400/testpoint?name=upnptelemetry""

    :param module_dut:
    :param ws_client:
    :param mock_cq_server:
    :return:
    "
"passed","Tue May 02 17:57:02 GMT 2023","Tue May 02 17:57:07 GMT 2023","5207","player.muse","test_playbackMetadata_namespace","","","","test_rateItem_204_304_rating_response[304]","
    A 204/304 response should not change the queue. Verifies that the player transitions to the next track
    "
"passed","Tue May 02 18:25:31 GMT 2023","Tue May 02 18:25:33 GMT 2023","2050","player.muse","test_groups_namespace","","","","test_creating_groups_with_invalid_playerIds_failure[device_filter0]","
    Test to verify grouping cmds with invalid playerIds return INVALID_PARAM error along with
    invalid playerIds in playerIds array
    :param ws_client:
    :param function_dut:
    :return:
    "
"skipped","Tue May 02 17:55:32 GMT 2023","Tue May 02 17:55:32 GMT 2023","0","player.muse","test_cloudqueue_misc","","","","test_cloudqueue_radio_alarm_default_to_buzzer[Default Mock Config-None-CONSUMER-CQ server 401 resp]","
    SWPBL-148628
    SWPBL-102363
    SWPBL-120776
    In Consumer mode, if an alarm is setup to use cq/smapi radio and that radio
    station is not available, the alarm should fall back to use the default
    sonos chime.
    In the positive case, the alarm should be set as the smapi radio station.

    In Business mode, if an alarm is setup to use cq/smapi radio and that radio
    station is not available, the alarm should NOT fall back to use the default
    sonos chime.
    :param module_dut:
    :param mock_cq_server:
    :param mock_smapi_server_manager:
    :param default_alarm:
    :param kill_cq:
    :param request_response
    :param system_type
    :return:
    "
"passed","Tue May 02 17:49:05 GMT 2023","Tue May 02 17:49:15 GMT 2023","10232","player.muse","test_upnp_namespace","","","","test_subscribe_renew_async_events","
    Last updated for SWPBL-144492
    Verify the test client receives async events from a sub'ed upnp namespace.
    Verify that renew continues a short lived sub.
    :param module_dut:
    :param ws_client:
    :return:
    "
"skipped","Tue May 02 17:57:00 GMT 2023","Tue May 02 17:57:00 GMT 2023","1","player.muse","test_audioClip_namespace","","","","test_audioClip_rest[default audioclip setting]","
    Verfies audio clip load/cancel happy path via REST

    :param ws_client:
    :param streamUrl:
    :param audioclip_status_queue:
    :return:
    "
