"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 02 15:48:12 GMT 2023","Tue May 02 15:48:13 GMT 2023","1040","player.muse","test_groupVolume_namespace","","","","test_get_volume","
    Tests getVolume command

    :param ws_client:
    :return:
    "
"passed","Tue May 02 15:29:08 GMT 2023","Tue May 02 15:29:09 GMT 2023","1069","player.muse","test_upnp_namespace","","","","test_upnpAudioIn_call_success_REST[LINE_IN_CAPABLE DUT]","
    Verify call method returns requested output params for upnpAudioIn namespace using REST
    :param function_dut:
    :return:
    "
"passed","Tue May 02 15:27:32 GMT 2023","Tue May 02 15:27:32 GMT 2023","98","cloud.lechmere","test_mock_lechmere_connections","","","","test_send_muse_command_to_mock_lechmere[not fragmented]","
    SWPBL-86366
    Verify that the player is able to support continuation frames from the mock lechmere

    :param module_dut:
    :param mock_player_services_control:
    :param fragmented: Boolean that determines if the lechmere command sent should use fragmented data transfer
    :return:
    "
"passed","Tue May 02 15:31:35 GMT 2023","Tue May 02 15:31:36 GMT 2023","1035","player.muse","test_basic_formatting","","","","test_unsupported_namespace","
    Ensure that non-existant namespaces throw errors.
    :param module_dut:
    :param ws_client_v2:
    "
"passed","Tue May 02 15:51:23 GMT 2023","Tue May 02 15:51:31 GMT 2023","8193","player.muse","test_groups_namespace","","","","test_playback_state_using_setGroup_and_remove_GC[device_filter0-False]","
    Verify playback state from getGroups response when group is created using setGroup and group coordinator is removed
    :param dut_manager:
    :param function_dut:
    :param ws_client:
    :param start_CQ_playback_on_different_zp:
    :param groups_in_hh:
    :return:
    "
"passed","Tue May 02 15:37:46 GMT 2023","Tue May 02 15:37:51 GMT 2023","4505","player.muse","test_playback_namespace","","","","test_loadContent_with_loadContainer_no_resolver_service[Normal length tracks]","
    SWPBL-180660: loadContent initiates loadContainer without cloud resolver service.

    This test sends a Base64 encoded blob with a loadContainer command to loadContent and verifies the content was
    successfully loaded by sending a play command and verifying the first song of the trackList plays
    as expected.

    :param ws_client:
    :param module_dut:
    :param mock_smapi_server_manager: Using mock smapi instead of a partner service for simplicity
    :param smapi_account_setup: Use this to add the mock smapi service
    :return:
    "
"passed","Tue May 02 15:33:01 GMT 2023","Tue May 02 15:33:07 GMT 2023","6267","player.muse","test_platformInternal_namespace","","","","test_invalidateCache_populates_replicated_file","
    SWPBL-153417
    The invalidateCache command will be used to invalidate the local player's
    cache of various services(mhs, auth, entitlements). To do this, the command generates and updates a replicated file
    with the time of when the cache is good until.

    This test is to verify the mechanism of the file management. The file should be created if it doesn't exist and the
    correct entry in it should be updated after each invalidate call is made. The file should then be replicated across
    the household.

    Note:
    The player uses the UUID in the value field for invalidation logic.
    That value has to change in order for the caches to be invalidated.

    Example httpcaches.json:
    {u'entries': [{u'expires': u'1970-01-01T00:47:10.000Z',
    u'key': u'authzTokens',
    u'lastUsed': u'1970-01-01T00:47:10.000Z',
    u'value': u'f127fce7-2ef6-4e85-96e2-e31c4bb427ac'}],
    u'fileSchemaVersion': 1,
    u'fileVersion': 2,
    u'lastUpdateDevice': u'RINCON_7828CA0922C801400'}

    "
"skipped","Tue May 02 15:52:31 GMT 2023","Tue May 02 15:52:33 GMT 2023","1169","player.muse","test_groups_namespace","","","","test_grouping_correlation_id[PLAYBACK_DEVICES]","
    Verifies events generated from createGroup and modifyGroupMembers commands honor a passed in corrId and populate their
    corrId as the corrParentId on the generated events
    original corrId --> museCommandHandler corrParentId
    museCommandHandler corrId --> corrParentId generated events
    :param dut_manager:
    :param function_dut:
    :param mock_cq_control:
    :param ws_client:
    :param device_filter:
    :return:
    "
"skipped","Tue May 02 15:28:59 GMT 2023","Tue May 02 15:28:59 GMT 2023","0","player.muse","test_info_namespace","","","","test_getInfo[FIXED_VOLUME Devices]","
    Verifies the fields in an DiscoveryInfoEvent returned from a getInfo call
    SWPBL-87625 - Implement muse getInfo command
    :param function_dut:
    :param ws_client:
    :return:
    "
"passed","Tue May 02 15:35:32 GMT 2023","Tue May 02 15:35:35 GMT 2023","3012","player.muse","test_audioClip_namespace","","","","test_loadAudioClip_httpAuthorization_truncated_to_512_bytes[512_BYTES-default audioclip setting]","
    Test to verify loadAudioClip command with HTTPS streamUrl and LONG_HTTP_AUTH truncates
    the httpAuthorization param received by the mock to 512 bytes
    :param ws_client:
    :param expected_clipType: retrieve expected_clipType from loadAudioClip
    :param streamUrl: Url of the track hosted using mock CQ
    :param priority: priority from priorityEnum
    :param clipType: clipType from clipTypeEnum
    :param httpAuthorization: HTTP/HTTPS
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :return:
    "
