"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 08 22:01:27 GMT 2023","Mon May 08 22:01:36 GMT 2023","8294","player.muse","test_groups_namespace","","","","test_playback_state_using_createGroup_and_remove_GC[device_filter0-False]","
    Verify playback state from getGroups response when group is created using createGroup and
    group coordinator is removed
    :param dut_manager:
    :param function_dut:
    :param ws_client:
    :param start_CQ_playback_on_different_zp:
    :param groups_in_hh:
    :return:
    "
"passed","Mon May 08 22:05:31 GMT 2023","Mon May 08 22:05:45 GMT 2023","13710","player.muse","test_saved_groups","","","","test_source_areas_ids_version_changed_when_remote_zps_source_area_ids_is_changed","
    Test to verify SourceAreaUpdateID changes and doesn't change on ZP2 when
    module_dut's SourceAreasUpdateID (remote ZP) is updated and not updated
    :param dut_manager:
    :param module_dut:
    :param ws_client:
    :return:
    "
"passed","Mon May 08 21:58:40 GMT 2023","Mon May 08 21:58:42 GMT 2023","2042","player.muse","test_groups_namespace","","","","test_creating_groups_with_invalid_playerIds_failure[device_filter0]","
    Test to verify grouping cmds with invalid playerIds return INVALID_PARAM error along with
    invalid playerIds in playerIds array
    :param ws_client:
    :param function_dut:
    :return:
    "
"passed","Mon May 08 21:59:33 GMT 2023","Mon May 08 21:59:38 GMT 2023","5046","player.muse","test_homeTheater_namespace","","","","test_homeTheater_namespace_options[nightMode]","
    Verify that a muse client can get and set the nightMode option on home theater devices.
    :param module_dut:
    :param ws_client:
    :param test_input:
    :return:
    "
"skipped","Mon May 08 22:03:49 GMT 2023","Mon May 08 22:03:49 GMT 2023","0","player.muse","test_groups_namespace","","","","test_getGroups_failure_pre_grouping[device_filter0]","
    Verifies that a createGroup call will fail PRE grouping with inconsistent topology. Puts a ZP in an inconsistent
    state by overriding the groupID(both advertise themselves to be the same group)
    which makes the topology consistency check mark it as invalid.
    SWPBL-130705
    :param websocket_manager:
    :param dut_manager:
    :param function_dut:
    :param ws_client:
    :param device_filter:
    :param groups_in_hh:
    :return:
    "
"passed","Mon May 08 22:01:28 GMT 2023","Mon May 08 22:01:31 GMT 2023","3011","player.muse","test_audioClip_namespace","","","","test_loadAudioClip_httpAuthorization_truncated_to_512_bytes[520_BYTES-default audioclip setting]","
    Test to verify loadAudioClip command with HTTPS streamUrl and LONG_HTTP_AUTH truncates
    the httpAuthorization param received by the mock to 512 bytes
    :param ws_client:
    :param expected_clipType: retrieve expected_clipType from loadAudioClip
    :param streamUrl: Url of the track hosted using mock CQ
    :param priority: priority from priorityEnum
    :param clipType: clipType from clipTypeEnum
    :param httpAuthorization: HTTP/HTTPS
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :return:
    "
"passed","Mon May 08 22:03:14 GMT 2023","Mon May 08 22:03:15 GMT 2023","1003","player.muse","test_shared_muse_logic","","","","test_bad_header_params_v2[no householdId]","
    Negative test sends empty values for some possible header keys and verifies the correct error is thrown
    :param ws_client_v2:
    :param param:
    :param error:
    :return:
    "
"skipped","Mon May 08 22:02:24 GMT 2023","Mon May 08 22:02:24 GMT 2023","0","player.muse","test_platformInternal_namespace","","","","test_invalidateCache_cacheNamespace[Without cacheData-Default Mock Config]","
    SWPBL-171354: Multiple Muse Caches
    Verify that the correct cache(s) are invalidated, and other caches left alone, when:
        1. Only the namespace is specified: All auth caches should be cleared
        2. A single cache within a namespace is specified: Only that cache is cleared
    "
"skipped","Mon May 08 22:03:21 GMT 2023","Mon May 08 22:03:21 GMT 2023","0","player.muse","test_audioClip_namespace_pause_and_resume","","","","test_audio_clip_grouped_shared_queue_PLAYING_with_pauseContent_False_GC_targeted[True-0-True]","
    On a sonos grouped ZP config with media content (Playback State PLAYING),
    verify loadAudioClip (targeted on GC) with pauseContent=False:
    1. pauses media content before audio clip is ACTIVE on both GC and GM
    2. plays audioClip on GC and GM (includeGrouped=True) | only on GC (includeGrouped=False)
    3. resumes media content after audio clip is DONE on both GC and GM
    In a non-standalone scenario, default ducking behavior when pauseContent=False is disregarded
    :param ws_client:
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :param grouped_zp_with_playback:
    :param includeGrouped: parametrized True, False
    :param module_dut:
    :return:
    "
"passed","Mon May 08 21:56:41 GMT 2023","Mon May 08 21:56:43 GMT 2023","2177","player.muse","test_upnp_namespace","","","","test_upnp_namespace_subscribe_unsubscribe_success[upnpZoneGroupTopology]","
    Last updated for SWPBL-144492
    Verify subscribe and unsubscribe for upnp tunneled namespaces return success.
    Also verify when unsubscribed, the sub id is removed from the player's subscription list.
    :param module_dut:
    :param ws_client:
    :param upnp_service:
    :return:
    "
"passed","Mon May 08 21:59:29 GMT 2023","Mon May 08 21:59:30 GMT 2023","1003","player.muse","test_audioClip_namespace","","","","test_audio_clip_error_invalid_param_with_HTTP_streamUrl_with_httpAuthorization[httpAuth = DEFAULT_HTTP_AUTHORIZATION]","
    Test to verify loadAudioClip command with HTTP streamUrl with httpAuthorization
    returns INVALID_PARAM and httpAuthorization is sent to mock CQ server
    :param ws_client:
    :param streamUrl: Url of the track hosted using mock CQ
    :param priority: priority from priorityEnum
    :param clipType: clipType from clipTypeEnum
    :param httpAuthorization: HTTP/HTTPS
    :return:
    "
"skipped","Mon May 08 21:59:52 GMT 2023","Mon May 08 21:59:52 GMT 2023","72","player.muse","test_audioClip_namespace","","","","test_audio_clip_ACTIVE_change_volume_success[default audioclip setting]","
    Test to verify volume buttons work as expected when
    an audioClip is in ACTIVE state
    :param ws_client:
    :param expected_clipType: retrieve expected_clipType from loadAudioClip
    :param streamUrl: Url of the track hosted using mock CQ
    :param priority: priority from priorityEnum
    :param clipType: clipType from clipTypeEnum
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :param set_initial_volume:
    :return:
    "
"skipped","Mon May 08 22:03:43 GMT 2023","Mon May 08 22:03:43 GMT 2023","73","player.muse","test_playback_namespace","","","","test_loadLineIn_playOnCompletion_off[device_filter0]","
    Verify that with playOnCompletion off, the avt is switched to linein but the ZP does not play
    :param ws_client:
    :param function_dut:
    :return:
    "
"skipped","Mon May 08 22:03:21 GMT 2023","Mon May 08 22:03:21 GMT 2023","0","player.muse","test_audioClip_namespace_pause_and_resume","","","","test_audio_clip_grouped_shared_queue_PAUSED[True-False-0-True]","
    On a sonos grouped ZP config with media content (Playback State PAUSED),
    verify loadAudioClip (targeted on GC) with pauseContent=True or False:
    1. retains media content PAUSED state before audio clip is ACTIVE
    2. retains media content PAUSED state after audio clip is DONE
    :param ws_client:
    :param audioclip_status_queue: Queue for verifying audioClip Status messages
    :param grouped_zp_with_playback:
    :param pauseContent: parametrized True, False
    :param includeGrouped: parametrized True, False
    :param module_dut:
    :return:
    "
"passed","Mon May 08 21:57:27 GMT 2023","Mon May 08 21:58:01 GMT 2023","34499","player.muse","test_upnp_namespace","","","","test_upnp_not_broadcast","
    SWPBL-190579
    Verify that UPNP events are not broadcast, each subscription should only see one event, it should not see the events for every subscriber.
    :param module_dut:
    :return:
    "
"skipped","Mon May 08 22:04:51 GMT 2023","Mon May 08 22:04:51 GMT 2023","0","player.muse","test_muse_metric_logging","","","","test_muse_upnp_tunneled","
    SWPBL-182835: Verifies usageMetrics log has the associated upnp method nested in ""events"" when sending a tunneled
    muse-upnp command.
    :param ws_client:
    :param module_dut:
    :param mock_cq_server:
    :return:
    "
