"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 20:03:25 GMT 2023","Fri Apr 21 20:03:26 GMT 2023","1105","player.muse","test_basic_formatting","","","","test_no_header","
    Ensure that an error is thrown if the header is missing.
    :param module_dut:
    :param ws_client_v2:
    "
"passed","Fri Apr 21 20:07:23 GMT 2023","Fri Apr 21 20:07:24 GMT 2023","1109","player.muse","test_shared_muse_logic","","","","test_set_volume[19-True]","
    Verify a range of values work. Out of bounds on the high side generates error, oob low side clamps to 0
    SWPBL-105577 - We clamp all negative values to 0
    :param module_dut:
    :param ws_client:
    :param volume:
    :param muted:
    :return:
    "
"passed","Fri Apr 21 20:03:33 GMT 2023","Fri Apr 21 20:03:34 GMT 2023","1105","player.muse","test_basic_formatting","","","","test_unsupported_namespace","
    Ensure that non-existant namespaces throw errors.
    :param module_dut:
    :param ws_client_v2:
    "
"passed","Fri Apr 21 20:07:35 GMT 2023","Fri Apr 21 20:07:36 GMT 2023","1105","player.muse","test_shared_muse_logic","","","","test_set_volume[92-None]","
    Verify a range of values work. Out of bounds on the high side generates error, oob low side clamps to 0
    SWPBL-105577 - We clamp all negative values to 0
    :param module_dut:
    :param ws_client:
    :param volume:
    :param muted:
    :return:
    "
"passed","Fri Apr 21 20:04:56 GMT 2023","Fri Apr 21 20:05:02 GMT 2023","6432","player.muse","test_platformInternal_namespace","","","","test_invalidateCache_populates_replicated_file","
    SWPBL-153417
    The invalidateCache command will be used to invalidate the local player's
    cache of various services(mhs, auth, entitlements). To do this, the command generates and updates a replicated file
    with the time of when the cache is good until.

    This test is to verify the mechanism of the file management. The file should be created if it doesn't exist and the
    correct entry in it should be updated after each invalidate call is made. The file should then be replicated across
    the household.

    Note:
    The player uses the UUID in the value field for invalidation logic.
    That value has to change in order for the caches to be invalidated.

    Example httpcaches.json:
    {u'entries': [{u'expires': u'1970-01-01T00:47:10.000Z',
    u'key': u'authzTokens',
    u'lastUsed': u'1970-01-01T00:47:10.000Z',
    u'value': u'f127fce7-2ef6-4e85-96e2-e31c4bb427ac'}],
    u'fileSchemaVersion': 1,
    u'fileVersion': 2,
    u'lastUpdateDevice': u'RINCON_7828CA0922C801400'}

    "
"passed","Fri Apr 21 20:03:41 GMT 2023","Fri Apr 21 20:03:42 GMT 2023","114","player.muse","test_basic_formatting","","","","test_bad_gid","
    Ensure that REST calls with a wrong group id fail.
    :param module_dut:
    "
"passed","Fri Apr 21 20:04:02 GMT 2023","Fri Apr 21 20:04:08 GMT 2023","5719","player.muse","test_favorites_namespace","","","","test_load_favorite_track[Normal length tracks]","
    Verifies favoriting a track, and loading it.
    :param module_dut:
    :param ws_client:
    "
"passed","Fri Apr 21 20:03:16 GMT 2023","Fri Apr 21 20:03:17 GMT 2023","1102","player.muse","test_basic_formatting","","","","test_bad_body[Empty]","
    Test that malformed bodies throw an error
    :param module_dut:
    :param ws_client_v2:
    :param body: The malformed body to send
    "
"passed","Fri Apr 21 20:07:58 GMT 2023","Fri Apr 21 20:07:58 GMT 2023","104","player.muse","test_shared_muse_logic","","","","test_rest_V1_empty_apiKey_rejected","
    SWPBL-144572 | Verify request without X-Sonos-Api-Key header while sending a Muse REST V1 request results in failure
    :param module_dut:
    :return:
    "
"passed","Fri Apr 21 20:06:06 GMT 2023","Fri Apr 21 20:06:07 GMT 2023","1002","player.muse","test_shared_muse_logic","","","","test_bad_header_params[no sessionId]","
    Negative test sends empty/invalid values for all the possible header keys and verifies the correct error is thrown
    :param ws_client:
    :param param: Header key to verify, groupId, namespace, etc
    :param value: Value to set the header key
    :param error: Expected error response
    :return:
    "
