"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 28 22:23:54 GMT 2023","Fri Apr 28 22:23:55 GMT 2023","1003","player.muse","test_shared_muse_logic","","","","test_bad_header_params[no command]","
    Negative test sends empty/invalid values for all the possible header keys and verifies the correct error is thrown
    :param ws_client:
    :param param: Header key to verify, groupId, namespace, etc
    :param value: Value to set the header key
    :param error: Expected error response
    :return:
    "
"passed","Fri Apr 28 22:24:14 GMT 2023","Fri Apr 28 22:27:18 GMT 2023","184148","player.muse","test_playback_namespace","","","","test_play_feedback_on_empty_queue[False-device_filter0]","
    SWPBL-169195
    Verify that when the deviceFeedback parameter is used with the play command a bloop is played if the queue is empty
    :param function_dut:
    :param feedback: determines whether to tell the play command to flash the LED and ""bloop""
    :return:
    "
"passed","Fri Apr 28 22:15:46 GMT 2023","Fri Apr 28 22:16:03 GMT 2023","16642","player.muse","test_muse_mdns","","","","test_muse_mdns_txt_info[Default Mock Config-lechmere.v7 Enabled-locationID Set-Muse HHID Set]","
    Confirms that TXT records for muse adverts on players are valid.
    Updated for SWPBL-199985
    :param module_dut:
    :param mock_player_services_control:
    :param mhhid_set:
    :param locationid_set:
    "
"passed","Fri Apr 28 22:25:23 GMT 2023","Fri Apr 28 22:26:00 GMT 2023","36856","player.muse","test_muse_metric_logging","","","","test_upnp_notifications[countEventsFailure]","
    SWPBL-196372: New automation to test UPnP aggregated notifications telemetry event with all expected fields. (success and
    fail test) and verifies aggregated count of events.

    :param dut_manager:
    :param module_dut:
    :param mock_cq_server:
    :param ws_client:
    :param telemetry_path:
    :return:
    "
"passed","Fri Apr 28 22:23:50 GMT 2023","Fri Apr 28 22:23:51 GMT 2023","1002","player.muse","test_shared_muse_logic","","","","test_bad_header_params[no namespace]","
    Negative test sends empty/invalid values for all the possible header keys and verifies the correct error is thrown
    :param ws_client:
    :param param: Header key to verify, groupId, namespace, etc
    :param value: Value to set the header key
    :param error: Expected error response
    :return:
    "
"skipped","Fri Apr 28 22:20:34 GMT 2023","Fri Apr 28 22:20:34 GMT 2023","0","player.muse","test_cloudqueue_misc","","","","test_cloudqueue_radio_alarm_default_to_buzzer[Default Mock Config-None-CONSUMER-CQ server 401 resp]","
    SWPBL-148628
    SWPBL-102363
    SWPBL-120776
    In Consumer mode, if an alarm is setup to use cq/smapi radio and that radio
    station is not available, the alarm should fall back to use the default
    sonos chime.
    In the positive case, the alarm should be set as the smapi radio station.

    In Business mode, if an alarm is setup to use cq/smapi radio and that radio
    station is not available, the alarm should NOT fall back to use the default
    sonos chime.
    :param module_dut:
    :param mock_cq_server:
    :param mock_smapi_server_manager:
    :param default_alarm:
    :param kill_cq:
    :param request_response
    :param system_type
    :return:
    "
"passed","Fri Apr 28 22:21:53 GMT 2023","Fri Apr 28 22:21:54 GMT 2023","1842","player.muse","test_ircontrol_namespace","","","","test_ircontrol_on_non_ht_master_devices[device_filter0]","
    Verify that the non hometheater players do not support IRControl
    :param function_dut:
    :param device_filter:
    :return:
    "
"passed","Fri Apr 28 22:21:17 GMT 2023","Fri Apr 28 22:21:18 GMT 2023","1101","player.muse","test_basic_formatting","","","","test_unsupported_namespace","
    Ensure that non-existant namespaces throw errors.
    :param module_dut:
    :param ws_client_v2:
    "
"passed","Fri Apr 28 22:20:13 GMT 2023","Fri Apr 28 22:20:23 GMT 2023","9841","player.muse","test_groups_namespace","","","","test_playback_state_using_createGroup_and_remove_GM[device_filter0-False]","
    Verify playback state from getGroups response when group is created using createGroup and group member is removed
    :param dut_manager:
    :param function_dut:
    :param ws_client:
    :param device_filter:
    :param groups_in_hh:
    :return:
    "
"passed","Fri Apr 28 22:22:24 GMT 2023","Fri Apr 28 22:22:25 GMT 2023","1003","player.muse","test_platformInternal_namespace","","","","test_sync_successful_response[None]","
    Send sync command and verify response is correct
    SWPBL-89626
    https://confluence.sonos.com/pages/viewpage.action?pageId=112639757#MuseProtocol-%22platformInternal%22namespace-sync(householdId)
    :param ws_client:
    :param full_sync:
    :return:
    "
